,A,B
5512,방배본동에 있는 95평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 90 AND node.size< 100 RETURN count(node)"
5513,방배본동에 있는 100평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'방배본동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 95 AND node.size< 105 RETURN count(node)"
5514,반포4동에 있는 5평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 0 AND node.size< 10 RETURN count(node)"
5515,반포4동에 있는 10평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 5 AND node.size< 15 RETURN count(node)"
5516,반포4동에 있는 15평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 10 AND node.size< 20 RETURN count(node)"
5517,반포4동에 있는 20평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 15 AND node.size< 25 RETURN count(node)"
5518,반포4동에 있는 25평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 20 AND node.size< 30 RETURN count(node)"
5519,반포4동에 있는 30평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 25 AND node.size< 35 RETURN count(node)"
5520,반포4동에 있는 35평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 30 AND node.size< 40 RETURN count(node)"
5521,반포4동에 있는 40평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 35 AND node.size< 45 RETURN count(node)"
5522,반포4동에 있는 45평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 40 AND node.size< 50 RETURN count(node)"
5523,반포4동에 있는 50평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 45 AND node.size< 55 RETURN count(node)"
5524,반포4동에 있는 55평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 50 AND node.size< 60 RETURN count(node)"
5525,반포4동에 있는 60평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 55 AND node.size< 65 RETURN count(node)"
5526,반포4동에 있는 65평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 60 AND node.size< 70 RETURN count(node)"
5527,반포4동에 있는 70평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 65 AND node.size< 75 RETURN count(node)"
5528,반포4동에 있는 75평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 70 AND node.size< 80 RETURN count(node)"
5529,반포4동에 있는 80평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 75 AND node.size< 85 RETURN count(node)"
5530,반포4동에 있는 85평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 80 AND node.size< 90 RETURN count(node)"
5531,반포4동에 있는 90평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 85 AND node.size< 95 RETURN count(node)"
5532,반포4동에 있는 95평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 90 AND node.size< 100 RETURN count(node)"
5533,반포4동에 있는 100평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포4동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 95 AND node.size< 105 RETURN count(node)"
5534,반포3동에 있는 5평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 0 AND node.size< 10 RETURN count(node)"
5535,반포3동에 있는 10평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 5 AND node.size< 15 RETURN count(node)"
5536,반포3동에 있는 15평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 10 AND node.size< 20 RETURN count(node)"
5537,반포3동에 있는 20평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 15 AND node.size< 25 RETURN count(node)"
5538,반포3동에 있는 25평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 20 AND node.size< 30 RETURN count(node)"
5539,반포3동에 있는 30평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 25 AND node.size< 35 RETURN count(node)"
5540,반포3동에 있는 35평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 30 AND node.size< 40 RETURN count(node)"
5541,반포3동에 있는 40평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 35 AND node.size< 45 RETURN count(node)"
5542,반포3동에 있는 45평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 40 AND node.size< 50 RETURN count(node)"
5543,반포3동에 있는 50평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 45 AND node.size< 55 RETURN count(node)"
5544,반포3동에 있는 55평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 50 AND node.size< 60 RETURN count(node)"
5545,반포3동에 있는 60평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 55 AND node.size< 65 RETURN count(node)"
5546,반포3동에 있는 65평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 60 AND node.size< 70 RETURN count(node)"
5547,반포3동에 있는 70평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 65 AND node.size< 75 RETURN count(node)"
5548,반포3동에 있는 75평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 70 AND node.size< 80 RETURN count(node)"
5549,반포3동에 있는 80평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 75 AND node.size< 85 RETURN count(node)"
5550,반포3동에 있는 85평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 80 AND node.size< 90 RETURN count(node)"
5551,반포3동에 있는 90평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 85 AND node.size< 95 RETURN count(node)"
5552,반포3동에 있는 95평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 90 AND node.size< 100 RETURN count(node)"
5553,반포3동에 있는 100평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포3동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 95 AND node.size< 105 RETURN count(node)"
5554,반포2동에 있는 5평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 0 AND node.size< 10 RETURN count(node)"
5555,반포2동에 있는 10평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 5 AND node.size< 15 RETURN count(node)"
5556,반포2동에 있는 15평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 10 AND node.size< 20 RETURN count(node)"
5557,반포2동에 있는 20평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 15 AND node.size< 25 RETURN count(node)"
5558,반포2동에 있는 25평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 20 AND node.size< 30 RETURN count(node)"
5559,반포2동에 있는 30평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 25 AND node.size< 35 RETURN count(node)"
5560,반포2동에 있는 35평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 30 AND node.size< 40 RETURN count(node)"
5561,반포2동에 있는 40평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 35 AND node.size< 45 RETURN count(node)"
5562,반포2동에 있는 45평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 40 AND node.size< 50 RETURN count(node)"
5563,반포2동에 있는 50평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 45 AND node.size< 55 RETURN count(node)"
5564,반포2동에 있는 55평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 50 AND node.size< 60 RETURN count(node)"
5565,반포2동에 있는 60평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 55 AND node.size< 65 RETURN count(node)"
5566,반포2동에 있는 65평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 60 AND node.size< 70 RETURN count(node)"
5567,반포2동에 있는 70평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 65 AND node.size< 75 RETURN count(node)"
5568,반포2동에 있는 75평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 70 AND node.size< 80 RETURN count(node)"
5569,반포2동에 있는 80평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 75 AND node.size< 85 RETURN count(node)"
5570,반포2동에 있는 85평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 80 AND node.size< 90 RETURN count(node)"
5571,반포2동에 있는 90평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 85 AND node.size< 95 RETURN count(node)"
5572,반포2동에 있는 95평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 90 AND node.size< 100 RETURN count(node)"
5573,반포2동에 있는 100평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포2동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 95 AND node.size< 105 RETURN count(node)"
5574,반포1동에 있는 5평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 0 AND node.size< 10 RETURN count(node)"
5575,반포1동에 있는 10평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 5 AND node.size< 15 RETURN count(node)"
5576,반포1동에 있는 15평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 10 AND node.size< 20 RETURN count(node)"
5577,반포1동에 있는 20평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 15 AND node.size< 25 RETURN count(node)"
5578,반포1동에 있는 25평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 20 AND node.size< 30 RETURN count(node)"
5579,반포1동에 있는 30평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 25 AND node.size< 35 RETURN count(node)"
5580,반포1동에 있는 35평 대 아파트 몇 개인지 세어줘,"MATCH (d:dong {name:'반포1동’}) WITH d CALL spatial.intersects(‘POI’, d) YIELD node
WITH node MATCH (node:Apartment) WHERE node.size> 30 AND node.size< 40 RETURN count(node)"
